Unnamed: 0,id,full_text,screen_name,state,stance,med,date,week,wave,desensitized_text,masked_prediction,prediction
18127,1350095402188599296,"#NEWS | What is the effect of neutralizing monoclonal antibody #LYCov555, when administered with #remdesivir, among hospitalized patients who had Covid-19 without end-organ failure?

Find out its efficacy:  ",BU_CTSI,Massachusetts,0,False,2021-01-15,52,2,"@USER | What is the effect of neutralizing monoclonal antibody @USER, when administered with @USER, among hospitalized patients who had Covid-19 without end-organ failure? Find out its efficacy:",0,0
31611,1395408991514206208,@mtgreenee He is paid to keep silent.   He talks a lot but keeps the truth silent.   1) Wuhan lab funded to do exactly what it did. 2) virus accidentally leaked or an experiment on 10 million Chinese? 3) Remdesivir was a joke  4) HCQ/Zinc are known coronavirus killers. (Known but Fauci NIH),LionTedPride,Michigan,2,False,2021-05-20,70,2,@USER He is paid to keep silent. He talks a lot but keeps the truth silent. 1) Wuhan lab funded to do exactly what it did. 2) virus accidentally leaked or an experiment on 10 million Chinese? 3) Remdesivir was a joke 4) HCQ/Zinc are known coronavirus killers. (Known but Fauci NIH),1,2
20602,1278285966294151169,US buys up world stock of key Covid-19 drug remdesivir | US news | The Guardian ,OWS_ellie,Oregon,0,False,2020-07-01,24,1,US buys up world stock of key Covid-19 drug remdesivir | US news | The Guardian,0,0
15428,1286482326428372992,"3. ACCESS. Say a vaccine is available and being manufactured at the needed scale—will we have ready access to it, though? Just look at how the US bought up the global supply of remdesivir after it was shown to be an effective COVID-19 treatment. We are heavily disadvantaged here.",josh_danac,Pennsylvania,0,False,2020-07-24,27,1,"3. ACCESS. Say a vaccine is available and being manufactured at the needed scale—will we have ready access to it, though? Just look at how the US bought up the global supply of remdesivir after it was shown to be an effective COVID-19 treatment. We are heavily disadvantaged here.",2,0
43172,1256315763746656258,FDA has APPROVED drug Remdesivir for emergency use for coronavirus  via ,Peony459,Florida,2,False,2020-05-01,15,1,FDA has APPROVED drug Remdesivir for emergency use for coronavirus via,2,2
13891,1267861046573903872,Gilead is studying how its existing IV formulation of remdesivir can be diluted for use with a nebulizer to make the drug more directly available to upper airway and lung tissue. | @Reuters ,_APCI,Alabama,0,False,2020-06-02,19,1,Gilead is studying how its existing IV formulation of remdesivir can be diluted for use with a nebulizer to make the drug more directly available to upper airway and lung tissue. | @USER,0,0
37115,1293752584688283650,"h/t @christina_s_ho 

Interestingly, @MatthewWynia pointed out to me this week that the inefficacy of remdesivir makes it an excellent candidate for a triage trial, b/c it doesn't really matter much if the placebo arm doesn't receive the intervention.

cc @HollyLynchez ",prof_goldberg,Colorado,0,False,2020-08-13,30,1,"h/t @USER Interestingly, @USER pointed out to me this week that the inefficacy of remdesivir makes it an excellent candidate for a triage trial, b/c it doesn't really matter much if the placebo arm doesn't receive the intervention. cc @USER",2,0
38997,1329607552930287620,@thebias_news This drug saved someone I love...she was in nursing home became ill with Covid. After two days at hospital getting worse they treated her with remdesivir and she was 100% better within 24 hours,truetexanchick,Texas,2,False,2020-11-20,44,2,@USER This drug saved someone I love...she was in nursing home became ill with Covid. After two days at hospital getting worse they treated her with remdesivir and she was 100% better within 24 hours,2,2
12077,1318757502285209600,"Now we know why the Republican Senate has been silent! These people made money on the Remdesivir drug by overcharging hospitals, doctors, and patients for the drug, Then made more money by driving the stock price up on the New York Stock Exchange. #GOPComplicitTraitors ",PGAddison1,Maryland,1,False,2020-10-21,40,2,"Now we know why the Republican Senate has been silent! These people made money on the Remdesivir drug by overcharging hospitals, doctors, and patients for the drug, Then made more money by driving the stock price up on the New York Stock Exchange. @USER",2,1
23050,1319411145422274562,Remdesivir Gets Approval To Treat Coronavirus From The FDA ,1360KKTX,Texas,2,False,2020-10-22,40,2,Remdesivir Gets Approval To Treat Coronavirus From The FDA,2,2
42456,1286025166015864834,#Remdesivir Works Really Well With $BSGM Apparently - Take a look - #AfterHours $GILD #Coronavirus #Covid #Covid19 #AntiViral #Treatment #Doctors #Nurses #Hospitals #Biotech #Healthcare,PSuiteNetwork,New York,2,False,2020-07-22,27,1,@USER Works Really Well With $BSGM Apparently - Take a look - @USER $GILD @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,2,2
11491,1233677858767134720,The US has started human testing of a drug to treat the novel coronavirus -clinical trial to evaluate the safety and effectiveness of the antiviral drug remdesivir in adults diagnosed with novel coronavirus  ,neil_bodie,California,0,False,2020-02-29,6,1,The US has started human testing of a drug to treat the novel coronavirus -clinical trial to evaluate the safety and effectiveness of the antiviral drug remdesivir in adults diagnosed with novel coronavirus,0,0
9607,1255859582469132288,Data on Gilead's remdesivir show no benefit for coronavirus patients  via @statnews #coronavirus,MailMyStatement,Colorado,1,False,2020-04-30,15,1,Data on Gilead's remdesivir show no benefit for coronavirus patients via @USER @USER,1,1
31984,1250956014171627523,"Compassionate Use of Remdesivir for Patients with Severe Covid-19 

68% had an improvement in oxygen-support, including 17 of 30 patients (57%) who were taken off ventilators  ",MarcVegan,Missouri,2,False,2020-04-17,13,1,"Compassionate Use of Remdesivir for Patients with Severe Covid-19 68% had an improvement in oxygen-support, including 17 of 30 patients (57%) who were taken off ventilators",2,2
22836,1315076875291627521,"@AdeelShahidMD @LeronlimabU @ASavageNation LERONLIMAB-TheKnownCovid19Cure-ZERO ViralLoadIn 7-14 days/PristineSafety.Shots(NoIV) TheyAll Know It. ComeOnLet’sGoFDA! Please! Overdue/Approve!!-Halt Suffering/Deaths. Remdesivir=Kidney/LiverDamage &amp; 6% Get AFIB (blood clots) FR24News: (fromForbesMag) 
",WilliamLMonett1,Tennessee,2,False,2020-10-10,38,2,@USER @USER @USER LERONLIMAB-TheKnownCovid19Cure-ZERO ViralLoadIn 7-14 days/PristineSafety.Shots(NoIV) TheyAll Know It. ComeOnLet’sGoFDA! Please! Overdue/Approve!!-Halt Suffering/Deaths. Remdesivir=Kidney/LiverDamage &amp; 6% Get AFIB (blood clots) FR24News: (fromForbesMag),2,2
31768,1410453440732467200,"@DRDILLON6 I was told no ID or any other doc at this HCA facility will prescribe IVM...Even as last resort. Doxycyc, Zosyn &amp; Dexamethasone 6mg started on admission...Remdesivir X 5 days started on day 3 (day 8 of Covid symptoms). Ultimately, not enough. He passed on day 15.",BeauHarding,Texas,1,False,2021-07-01,76,2,"@USER I was told no ID or any other doc at this HCA facility will prescribe IVM...Even as last resort. Doxycyc, Zosyn &amp; Dexamethasone 6mg started on admission...Remdesivir X 5 days started on day 3 (day 8 of Covid symptoms). Ultimately, not enough. He passed on day 15.",1,1
30643,1315405652227952640,"@TwitterMoments Trump or Biden?? 
1st ToReveal=MassiveUpSwingInPoles+. LERONLIMAB-TheKnownCovid19Cure-ZERO ViralLoad InDays/ PristineSafety.TheyAll Know It. Let’sGoFDA! NoApproval=MoreDeaths!What'sUp?Remdesivir=OrganDamage&amp;6%GetAFIB(blood clots) FR24News: (fromForbesMag) ",WilliamLMonett1,Tennessee,2,False,2020-10-11,38,2,@USER Trump or Biden?? 1st ToReveal=MassiveUpSwingInPoles+. LERONLIMAB-TheKnownCovid19Cure-ZERO ViralLoad InDays/ PristineSafety.TheyAll Know It. Let’sGoFDA! NoApproval=MoreDeaths!What'sUp?Remdesivir=OrganDamage&amp;6%GetAFIB(blood clots) FR24News: (fromForbesMag),2,2
12341,1317178251844923393,"From @WHO
""Solidarity Therapeutics Trial show 2 drugs, #remdesivir &amp; #interferon, have little or no effect in preventing death from #COVID19 or reducing time in hospital.  
""steroid #dexamethasone is still the only therapeutic shown to be effective...""
 ",Laurie_Garrett,New York,1,False,2020-10-16,39,2,"From @USER ""Solidarity Therapeutics Trial show 2 drugs, @USER &amp; @USER, have little or no effect in preventing death from @USER or reducing time in hospital. ""steroid @USER is still the only therapeutic shown to be effective...""",1,1
7600,1256330919792664576,"The Food and Drug Administration acted after preliminary results from a government-sponsored study showed that Gilead Sciences’s remdesivir shortened the time to recovery by 31%, or about four days on average, for hospitalized COVID-19 patients. ",WOWT6News,Nebraska,2,False,2020-05-01,15,1,"The Food and Drug Administration acted after preliminary results from a government-sponsored study showed that Gilead Sciences’s remdesivir shortened the time to recovery by 31%, or about four days on average, for hospitalized COVID-19 patients.",2,2
1558,1434037465447374849,"@TimWojton @SteveDeaceShow Sorry for your loss. Vaccinated or unvaccinated, the biggest factor seems to be whether or not COVID is treated early. There are outpatient meds/treatments. But, the hospital’s oxygen-isolation-experimental remdesivir protocol is a bad option. 🙏",Novid1984,Texas,0,False,2021-09-04,85,3,"@USER @USER Sorry for your loss. Vaccinated or unvaccinated, the biggest factor seems to be whether or not COVID is treated early. There are outpatient meds/treatments. But, the hospital’s oxygen-isolation-experimental remdesivir protocol is a bad option. 🙏",0,0
20557,1281576986775887879,“a retrospective analysis of the phase III data”—a trial that was aborted by #NIAID with statistically insignificant results so the controls could enjoy the ‘humane benefit’ of 3 days shorter stay in the hospital. #remdesivir #COVID__19 #Gilead #StockFraud ,stickerdujour,Maryland,1,True,2020-07-10,25,1,“a retrospective analysis of the phase III data”—a trial that was aborted by @USER with statistically insignificant results so the controls could enjoy the ‘humane benefit’ of 3 days shorter stay in the hospital. @USER @USER @USER @USER,1,1
15730,1283963115026165760,"DeSantis, Rubio disagree on Florida’s supply of remdesivir | Miami Herald ",SusanTrevarthen,Florida,0,False,2020-07-17,26,1,"DeSantis, Rubio disagree on Florida’s supply of remdesivir | Miami Herald",0,0
14482,1329819556106407938,"WHO guidelines for SARS-CoV-2 treatment. In a nutshell, STEROIDS RECOMMENDED for severe and critical COVID-19 but not for non-severe form. REMDESIVIR NOT RECOMMENDED for any COVID-19. ",AnkitBharatMD,Illinois,1,True,2020-11-20,44,2,"WHO guidelines for SARS-CoV-2 treatment. In a nutshell, STEROIDS RECOMMENDED for severe and critical COVID-19 but not for non-severe form. REMDESIVIR NOT RECOMMENDED for any COVID-19.",1,1
