Unnamed: 0,id,full_text,screen_name,state,stance,med,date,week,wave,desensitized_text,masked_prediction,prediction
95026,1435228390144024577,"@Son_0f_g0d @camper858 @potst1r @WLWT Then go to japan.  Explain me why the manufacturer of ivermectin is telling people it is not made for covid. If anybody would be for it, they would because they would stand to make money off of it. But they're telling you no.",jamesohio513,Ohio,2,False,2021-09-07,85,3,"@USER @USER @USER @USER Then go to japan. Explain me why the manufacturer of ivermectin is telling people it is not made for covid. If anybody would be for it, they would because they would stand to make money off of it. But they're telling you no.",2,2
262405,1403924916588613632,"“What if SARS-CoV2 leaked from a lab? What if there are long-term effects of mRNA vaccines? What if Ivermectin is a safe and effective prophylaxis against, and treatment for, COVID-19?”

What if the people asking unsavory questions are silenced?
",HeatherEHeying,OR,0,False,2021-06-13,73,2,"“What if SARS-CoV2 leaked from a lab? What if there are long-term effects of mRNA vaccines? What if Ivermectin is a safe and effective prophylaxis against, and treatment for, COVID-19?” What if the people asking unsavory questions are silenced?",2,0
268984,1411336591340150787,"@juanignacioarg @RWMaloneMD People are showing up at doctor offices whom treat long haul covid patients. A few of those doctors have posted that they're treating vaccine symptoms the same way they're treating their covid patients, ivermectin with various vitamins. NAC, niacin, vitamin d. But I haven't",TheQuixoticEye,New York,0,False,2021-07-03,76,2,"@USER @USER People are showing up at doctor offices whom treat long haul covid patients. A few of those doctors have posted that they're treating vaccine symptoms the same way they're treating their covid patients, ivermectin with various vitamins. NAC, niacin, vitamin d. But I haven't",2,0
183458,1329980057255882753,"@KJIRISH33 @KamVTV Not true tell me the science on ivermectin or hydroxy chloroquine, remdesevir? How about Vit D? What do you know about t cells v antibodies? Which protect better against covid? How are each created naturally? Unnaturally? Who do masks protect? I science mf &amp; so do a lot of us. 🙄",Happy_Camper_82,Wisconsin,0,False,2020-11-21,44,2,"@USER @USER Not true tell me the science on ivermectin or hydroxy chloroquine, remdesevir? How about Vit D? What do you know about t cells v antibodies? Which protect better against covid? How are each created naturally? Unnaturally? Who do masks protect? I science mf &amp; so do a lot of us. 🙄",1,0
32998,1392436725818003457,@trishgreenhalgh I've treated more covid positives than you ever will. Ivermectin works. Period.,FOHMaster,Wisconsin,2,False,2021-05-12,69,2,@USER I've treated more covid positives than you ever will. Ivermectin works. Period.,2,2
197657,1442150694945972228,"@rockcandy87 We can only hope. I think he’s also RTing stuff about Ivermectin curing Covid, so I genuinely hope it’s a troll.",AmandaFGodsey,PA,0,False,2021-09-26,88,3,"@USER We can only hope. I think he’s also RTing stuff about Ivermectin curing Covid, so I genuinely hope it’s a troll.",0,0
166072,1465145586286530563,"Malone also buys into #ivermectin, and so does @GoodmanLen, citing @joerogan, of all people! Amusingly, he also mentions that the discoverers of ivermectin won the #NobelPrize. Indeed, they did, but that doesn't mean ivermectin works against #COVID19. 13/ ",gorskon,Michigan,1,True,2021-11-29,97,3,"Malone also buys into @USER, and so does @USER, citing @USER, of all people! Amusingly, he also mentions that the discoverers of ivermectin won the @USER. Indeed, they did, but that doesn't mean ivermectin works against @USER. 13/",1,1
247051,1460403039790108673,"Hello
@BetoORourke
@texasdemocrats, @TexasHDC @BGTX @texasyds also,l DO Talk about a Human Being's Personal Choice over their Bodies.

Do Talk exploring every avenue and cure to end the pandemic and bringing back freedom including Natural Immunity, Ivermectin and Vaccines ",dzifah,MA,2,False,2021-11-16,95,3,"Hello @USER @USER, @USER @USER @USER also,l DO Talk about a Human Being's Personal Choice over their Bodies. Do Talk exploring every avenue and cure to end the pandemic and bringing back freedom including Natural Immunity, Ivermectin and Vaccines",2,2
75518,1390767593162686470,"Need more awareness on #COVID19 treatments rampantly used in India. This has caused multiple drug toxicities and FINANCIAL toxicity!! Stable outpatients do not need CT scans, antibiotics, random antivirals, ivermectin, HIGH dose steroids. Non infected pts randomly buying oxygen!",bella_mehta,New York,1,True,2021-05-07,68,2,"Need more awareness on @USER treatments rampantly used in India. This has caused multiple drug toxicities and FINANCIAL toxicity!! Stable outpatients do not need CT scans, antibiotics, random antivirals, ivermectin, HIGH dose steroids. Non infected pts randomly buying oxygen!",1,1
196077,1433754780762005514,"@StalemateIB @john_ennis_a @Cernovich Just look for the politicians pushing Ivermectin for covid treatment, and that will tell you who is profiting from it.",T_Murf,Washington,1,False,2021-09-03,85,3,"@USER @USER @USER Just look for the politicians pushing Ivermectin for covid treatment, and that will tell you who is profiting from it.",1,1
204341,1433954081681379328,Doctor says ERs overwhelmed with people overdosing on livestock drug ivermectin to treat COVID-19 | TheHill ,NoV8r1,NE,1,False,2021-09-04,85,3,Doctor says ERs overwhelmed with people overdosing on livestock drug ivermectin to treat COVID-19 | TheHill,0,1
253078,1429176379984252935,"@veryvirology @US_FDA Absolutely,  they are lying ivermectin works. Same stuff the give animals. Should we stop prednisone to because animals get it prescribed? Therapeutics are out there for Covid. I have a feeling these therapeutics may render the governments purpose null.",cookespring,New York,2,False,2021-08-21,83,3,"@USER @USER Absolutely, they are lying ivermectin works. Same stuff the give animals. Should we stop prednisone to because animals get it prescribed? Therapeutics are out there for Covid. I have a feeling these therapeutics may render the governments purpose null.",2,2
238118,1438225049123581952,"Anyone care to guess why we’re at the same point in the pandemic we would’ve been if it’d been allowed to run fully unchecked?
1 in 500!
Next time you see a bunch of antivax protesters or idiots pushing Ivermectin you’ll have your answer!
#DemVoice1
#Onev1 ",scott4pendleton,AZ,2,False,2021-09-15,87,3,Anyone care to guess why we’re at the same point in the pandemic we would’ve been if it’d been allowed to run fully unchecked? 1 in 500! Next time you see a bunch of antivax protesters or idiots pushing Ivermectin you’ll have your answer! @USER @USER,2,2
200348,1429830161076310020,"@devinlisa717 @Stealthgirl21 @Angry_Staffer Hey, hold it! You’re talking about my freedumb-loving cousin who claims he was cured of Covid by taking Ivermectin. And this happened over a year ago…I guess he was on the cutting edge of using this drug. 🤯",suechitown,IL,2,False,2021-08-23,83,3,"@USER @USER @USER Hey, hold it! You’re talking about my freedumb-loving cousin who claims he was cured of Covid by taking Ivermectin. And this happened over a year ago…I guess he was on the cutting edge of using this drug. 🤯",2,2
165826,1462821851646906386,"AARON LEWIS Says He Beat COVID-19 After Taking Ivermectin, A Drug Unproven For Coronavirus Treatment #SmartNews  ",ohneh2o,Michigan,1,False,2021-11-22,96,3,"AARON LEWIS Says He Beat COVID-19 After Taking Ivermectin, A Drug Unproven For Coronavirus Treatment @USER",1,1
185338,1454499164994383877,"UPDATE: 71 out of 75 Districts in Uttar Pradesh, India - Its Most Populated State - Reported No Covid-19 Cases in 24 Hours After Implementing Ivermectin Protocol  via @gatewaypundit",Congressgohome,VA,0,True,2021-10-30,93,3,"UPDATE: 71 out of 75 Districts in Uttar Pradesh, India - Its Most Populated State - Reported No Covid-19 Cases in 24 Hours After Implementing Ivermectin Protocol via @USER",0,0
200712,1422407575442796550,"Early treatment with ivermectin for COVID-19 saves lives and prevents hospitalizations.

@MonroeHealth @DrMikeMendoza @DocEMurray @CountyExecBello @monroegop @MCDC_Rochester #rochester #rochesterny #roc #newyork #fingerlakes #upstateny #flx #ny #buffalo #syracuse ",DavidStevenson1,NY,2,False,2021-08-03,80,3,Early treatment with ivermectin for COVID-19 saves lives and prevents hospitalizations. @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,2,2
26033,1437541088579915776,@NBCNews So the Goat Boy is okay with anti vaxxers. I imagine if he gets infected his go to treatment will be ivermectin too. #COVIDIOT,BluelaFan,California,2,False,2021-09-13,86,3,@USER So the Goat Boy is okay with anti vaxxers. I imagine if he gets infected his go to treatment will be ivermectin too. @USER,2,2
249704,1352468985309179904,"@EmeraldRobinson @SebGorka I live in a state where our dem governor would not allow the drugs. It was very difficult and costly, but I got HCQ, Zithromax and Ivermectin when I got Covid. The key is to start the drugs very early!",katiephenry,North Carolina,2,False,2021-01-22,53,2,"@USER @USER I live in a state where our dem governor would not allow the drugs. It was very difficult and costly, but I got HCQ, Zithromax and Ivermectin when I got Covid. The key is to start the drugs very early!",2,2
59142,1441098214195687438,A family member of a COVID-19 patient reportedly threatened a nurse after she wouldn't treat him with ivermectin  via @Yahoo,LMarieVResists,California,0,False,2021-09-23,88,3,A family member of a COVID-19 patient reportedly threatened a nurse after she wouldn't treat him with ivermectin via @USER,1,0
101696,1434135020000751618,An S.C. gym owner’s alleged promotion of ivermectin as a COVID-19 treatment is under investigation. ,islandpacket,South Carolina,1,False,2021-09-04,85,3,An S.C. gym owner’s alleged promotion of ivermectin as a COVID-19 treatment is under investigation.,1,1
172556,1434657226472534028,@VarsityGamingTV what’s amazing is the same people who claim the big pharma conspiracies behind covid vaccines are the same people buying into ivermectin… logic could never foresee that shit lol,pintasencolor,TX,1,False,2021-09-05,85,3,@USER what’s amazing is the same people who claim the big pharma conspiracies behind covid vaccines are the same people buying into ivermectin… logic could never foresee that shit lol,1,1
205306,1435402682647252994,@anthony_szot @RyanShead @joerogan I get that.. but there are plenty of people out there saying Ivermectin is a bridge to vaccination &amp; all people can hear is take Ivermectin instead of getting vaccinated. There are doctors advocating for any treatment. Not gonna make them deader. Vaccine will keep you alive.,MainMan4AZ,AZ,2,True,2021-09-08,86,3,@USER @USER @USER I get that.. but there are plenty of people out there saying Ivermectin is a bridge to vaccination &amp; all people can hear is take Ivermectin instead of getting vaccinated. There are doctors advocating for any treatment. Not gonna make them deader. Vaccine will keep you alive.,2,2
161893,1335756257664397318,"@guybgriffin @Dota2funny1 Yes but ivermectin also has potent anti-inflammatory effects (greatly improved survival in multiple animal experiments on sepsis) and enhances T cell response (needed to clear the virus in the mid to late stages, meanwhile lymphopenia is a negative prognostic indicator).",__ice9,IL,2,True,2020-12-07,46,2,"@USER @USER Yes but ivermectin also has potent anti-inflammatory effects (greatly improved survival in multiple animal experiments on sepsis) and enhances T cell response (needed to clear the virus in the mid to late stages, meanwhile lymphopenia is a negative prognostic indicator).",2,2
34766,1437576977238609922,"Everyone freaking out over ivermectin because it’s used on horses too. You do know we use that In a variety of human treatments aside from covid, right? Drugs/medicine can be used in multiple treatments 🤦🏽‍♂️",edigonza_,Illinois,0,False,2021-09-14,86,3,"Everyone freaking out over ivermectin because it’s used on horses too. You do know we use that In a variety of human treatments aside from covid, right? Drugs/medicine can be used in multiple treatments 🤦🏽‍♂️",0,0
122293,1453530636791074820,@RochelleCabirac @John_iwas_ @FuarFearg @AngryFleas @InfoGuru16 @NHSouthernGirl @NickDone8 @tonybugfixer @jvangent1001 @PamelaEdwards @ArtysHouse @deusxmach1na @mecapitulate @rgspol @PootDibou @battle_bullshit @Mcsjr454Mikey @CPT_Cosmosis @ystly @MainMan4AZ @modernista64 @teamphil @TomDoubting @TallybanJoe @mdurkin86 @MagSRT8 @rudysballots @WellLeave @RogerRa09234150 @TheCenterStripe @Aldo_9111 @JovanHPulitzer @itsgatstabebet1 @melissa5053 @JonRFleming @CktItter @rez_elle @MrMonopoly_Jr @maperettedm @GeorgeWTrumpWon @GAballots @SaveDemocrcyPlz @FighterTh @mdeperno @Buddha_Banton_ @LoveJuggernaut @PutinsBeotch @MarilynRMarks1 @SMCosta6 @noodlesfordogs Did you see they just announced two new major American studies on ivermectin for Covid with massive funding? I forgot which college it was that is doing the study but it looks promising.,CChampion_Z06,Utah,0,False,2021-10-28,93,3,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Did you see they just announced two new major American studies on ivermectin for Covid with massive funding? I forgot which college it was that is doing the study but it looks promising.,2,0
170656,1435773529530802185,"16: ""I'm tempted to tell X that if he can wear his mask properly for the next 2 weeks of school, I'll give him a dose of ivermectin at the end of it.""",JoelBerkowitz,WI,0,False,2021-09-09,86,3,"16: ""I'm tempted to tell X that if he can wear his mask properly for the next 2 weeks of school, I'll give him a dose of ivermectin at the end of it.""",1,0
124634,1457737423274708995,"@Gr8Secs @RocktheStach This Meta-Analysis (Study of other studies) you linked was funded by a group that is campaigning for using Ivermectin as a treatment for Covid-19, and did not disclose that in the study.

Higher quality research trials have not come out with a clear positive result for ivermectin",Shmallory0,Oklahoma,1,False,2021-11-08,94,3,"@USER @USER This Meta-Analysis (Study of other studies) you linked was funded by a group that is campaigning for using Ivermectin as a treatment for Covid-19, and did not disclose that in the study. Higher quality research trials have not come out with a clear positive result for ivermectin",1,1
80676,1428887441277001732,"‘Nevertheless, Fox News is busy saying don’t take the vaccine, but do take this horse dewormer medication. Trust us it’s proven. You could trust them or you could trust the FDA which says do not take ivermectin for Covid’ 2/2 #Maddow",Synergy3k,California,2,False,2021-08-21,83,3,"‘Nevertheless, Fox News is busy saying don’t take the vaccine, but do take this horse dewormer medication. Trust us it’s proven. You could trust them or you could trust the FDA which says do not take ivermectin for Covid’ 2/2 @USER",1,2
