,screen_name,stance,med
14416,SNCCLA,0,False
14417,WilliamLMonett1,1,False
14418,JoyceHutchens3,-1,False
14419,richmeyer,-1,False
14420,BetsyKim,1,False
14421,PetrieFlom,-1,False
14422,jeffpears0n,0,False
14423,ghn_news,-1,True
14424,davenjoe76,-1,False
14425,ParagMehta6,0,False
14426,ctmock,-1,False
14428,coop22089074,-1,False
14429,WilliamLMonett1,1,False
14430,BrianYeagley,0,False
14431,pulitzercenter,0,False
14432,suzannegauen,0,False
14433,WilliamLMonett1,1,False
14434,WilliamLMonett1,1,False
14435,NewleyViolet,-1,False
14436,WilliamLMonett1,1,False
14437,newsfilterio,0,False
14438,EINRussiaNews,0,False
14439,GeorgeMcMichae5,1,False
14440,coreyjrowe,0,False
14441,kpmitton,-1,False
14442,DrAliSKhan,-1,True
14443,MetalRabbit13,-1,False
14444,Muller_Lab,0,False
14445,abc13houston,-1,False
14446,JohnClarkABC11,-1,False
14447,FOX26Houston,-1,False
14448,BethanyBama,1,False
14449,WilliamLMonett1,1,False
14450,thefamilydog5,-1,False
14451,WilliamLMonett1,1,False
14452,Debbiedelta727,1,False
14453,azharbasit,1,False
14454,icer_review,0,False
14455,data_nerd,-1,False
14456,nbcsandiego,-1,False
14457,HealthInfoSTAT,-1,False
14458,MyJeeZus973,1,False
14459,WilliamLMonett1,1,False
14460,zeitgeber19,0,False
14461,ListenHere12,-1,False
14462,NORCALGroup,1,True
14463,rcmckill,0,False
14464,DrSinhaEsq,0,False
14465,AmyAnnFisher,1,False
14466,nytimesbusiness,-1,False
14467,blamie12319,0,False
14468,shauseman,1,False
14469,jonst0kes,1,False
14470,tattoo2u,-1,False
14471,TimothyRWilson,1,False
14472,forcemultstevea,-1,False
14473,TopStockAlerts1,1,False
14474,WilliamLMonett1,1,False
14475,jackiepaige14,-1,False
14476,putnamcobrapuma,-1,False
14477,Mykidsmychoice1,1,False
14478,CNBC,1,False
14479,AMcA32449832,0,True
14480,PeterTurano,1,False
14481,DisasterUmass,1,False
14482,AnkitBharatMD,-1,True
14483,tonypicciano,-1,False
14484,mikenov,1,False
14485,aspenbio,0,False
14486,WilliamLMonett1,1,False
14487,WilliamLMonett1,1,False
14488,TomLandstreet,1,False
14489,WilliamLMonett1,1,False
14490,CodeMunkyMan,-1,False
14491,Graham8809LEGS,1,False
14492,molonlav,1,False
14493,DanaGuefen,1,False
14494,kellis1947,0,True
14495,brutusmaxximus,-1,False
14496,AdamKlaasmeyer,1,False
14497,fox7austin,-1,False
14498,Sylvaners,-1,False
14499,HealthInfoSTAT,-1,False
14500,nyrxman,-1,False
14501,VanessaOConnell,-1,False
14502,Tellawi,-1,False
14503,RickMcGuire1,-1,False
14504,EblmBlu,-1,False
14505,skepticalraptor,1,False
14506,sandra4killeen,1,True
14507,WilliamLMonett1,1,False
14510,adarsh_bhimraj,0,False
14511,vikkivale,-1,False
14513,ExactBen,-1,False
14514,trevor3000,-1,True
14515,lakewoodhiker,1,False
14516,nyrxman,-1,False
14517,UrbanPopFan,1,False
14518,Muller_Lab,1,False
14519,WilliamLMonett1,1,False
14520,thai1313,1,False
14521,Kris_Rapier,0,False
14523,Justin_Higgins2,1,False
14524,JasonJamesonMD,1,False
14525,DiAngelo3300,-1,False
14526,TopStockAlerts1,1,False
14528,peterpham,0,False
14529,USITA_forum,-1,False
14530,peterd96,1,False
14531,lee415abc,-1,False
14532,VitriJanet,-1,False
14533,ny_paralegal,-1,False
14534,acpinternist,-1,False
14536,misterchambo,1,False
14537,WilliamLMonett1,1,False
14538,WilliamLMonett1,1,False
14539,gregggonsalves,0,False
14540,CoryRove,0,False
14541,ishaanbhatia_,0,False
14542,healthunits,-1,False
14543,Contagion_Live,1,False
14544,Rx_Ed,-1,False
14545,DrJohnLoewen,0,True
14546,toledonews,1,False
14547,newsfilterio,1,False
14548,myprbulldog,1,False
14549,Muller_Lab,1,False
14550,azfamily,-1,False
14551,1OldScalawag,-1,False
14552,GOPrincess,1,True
14553,360aproko,0,False
14554,osowoofy,0,True
14555,nucleusbiologic,1,False
14556,segamihcfund,-1,False
14557,preachingterp,0,False
14558,DBSunkavalli,-1,False
14559,EvelynPooleKobe,0,False
14560,myprbulldog,1,False
14561,ReutersWorld,1,False
14562,FancyFinancy,1,False
14563,Brien_Lundin,0,False
14564,MatthewWynia,-1,False
14565,desledge06,-1,False
14566,PopSci,-1,False
14567,WilliamLMonett1,1,False
14568,WilliamLMonett1,1,False
14569,JamesMichaelKr5,-1,False
14570,permaconsultant,1,True
14571,PAnastasi,-1,False
14572,CarlosdelRio7,-1,False
14573,InfamoussNYC,-1,True
14574,Bostonconcepts,1,False
14575,IDSE_Online,-1,False
14576,raidersruler,-1,False
14577,billorr2,1,False
14578,baileys_boo1,0,False
14579,WilliamLMonett1,1,False
14580,KTULNews,-1,False
14582,jevvens,0,False
14583,napernurse,1,True
14585,bolso_usa,-1,False
14586,lector_caveat,0,False
14587,greendailynews,-1,False
14588,Captain__Google,-1,False
14589,Noorvikdog,1,False
14590,cancerdr3,1,True
14591,BeingCharisBlog,0,False
14592,misterchambo,-1,False
14593,chrishendel,1,False
14594,drjohnmorley,-1,False
14595,forcemultstevea,-1,False
14596,ftlpaul8,1,False
14597,medrxivpreprint,0,False
14598,sborden76,1,False
14599,Karen49434003,-1,False
14600,HealthInfoSTAT,-1,False
14601,WilliamLMonett1,1,False
14602,NightOwl4Trump,1,False
14603,WilliamLMonett1,1,False
14604,FOX5Atlanta,-1,False
14605,fox5dc,-1,False
14606,WilliamLMonett1,1,False
14607,NeilFlochMD,1,True
14608,newyorknewart,-1,False
14609,TonyFauci2,-1,False
14610,cispt2,0,False
14611,CAStinchcombe,0,False
14612,biospace,-1,False
14613,Chicago_Rosie,1,False
14614,forcemultstevea,-1,False
14615,NYTHealth,-1,False
14616,MichaelDavid80,0,False
14617,raluetz,1,False
14618,DBSunkavalli,-1,False
14619,WilliamLMonett1,1,False
14621,CAllstadt,-1,False
14622,skepticalraptor,-1,False
14623,nbennett04,1,False
14624,hrprr,0,False
14625,gradie98,-1,False
14626,BabaRobi,0,False
14627,WilliamLMonett1,1,False
14628,PeterDaszak,1,False
14629,UMIntMed,1,False
14630,mainepatty,-1,False
14631,louiedadawg,1,True
14632,nickafkas,-1,False
14633,WilliamLMonett1,1,False
14634,PennLDI,0,False
14635,Somnus3344,1,False
14636,CoronavirusSci1,-1,False
14637,fredwalton216,-1,False
14638,WilliamLMonett1,1,False
14639,kycovid19data,1,False
14640,DailyCaller,-1,False
14641,danaparish,1,False
14642,pennipete,-1,False
14643,vipertoxin,0,False
14644,ReginaPhelps,-1,False
14645,mtsarabia,0,False
14646,practiceupdate,1,False
14647,josephrpalmeri,-1,False
14648,roslemusmartin,-1,False
14649,chasingpossible,1,False
14650,RoseLeeper2,1,True
14651,KFOX14,0,False
14652,Sharkmeister77,-1,False
14653,WilliamLMonett1,1,False
14654,forcemultstevea,-1,False
14655,FOX29philly,1,False
14656,MORJanel,-1,False
14657,skepticalraptor,1,False
14658,drjohnmorley,-1,False
14659,TheRealDevonV,0,False
14660,WilliamLMonett1,1,False
14661,CBS4Local,0,False
14662,network_sage,1,False
14663,WilliamLMonett1,1,False
14664,thomas_ono,-1,False
14665,monkeytinkerin,1,False
14666,AngelaR27886939,-1,False
14667,joehick58,-1,False
14668,ShelleyJEvans,1,False
14669,federallabs,0,False
14670,AponteGaupp,1,False
14671,IDDocJen,1,True
14674,ftlpaul8,1,False
14677,PPRSLLC,-1,False
14678,FaheemYounus,1,True
14679,DKBmed,0,False
14680,ShelleyJEvans,0,False
14681,GhanaboyPharmd,1,False
14682,emermcasey,0,False
14683,keefejm,0,False
14684,practiceupdate,0,False
14685,windthin,-1,False
14686,windthin,-1,False
14688,debdeplorable1,1,False
14689,jiminstruct54,1,False
14690,RealMikeMorrell,1,False
14691,sixonemg,-1,False
14692,MikeHuckman,1,False
14693,DrAliSKhan,1,True
14694,CNBC,1,False
14695,explorelyfe,-1,False
14696,HospitalPharmD,0,False
14697,InfectiousDz,-1,False
14698,windthin,-1,False
14699,EMpharmD_Hays,-1,False
14700,windthin,-1,False
14701,MarinaSirtisFan,-1,True
14702,KUnews,1,False
14703,ossy147,1,False
14704,rmchavin,-1,False
14705,windthin,-1,False
14706,joe_schlindwein,1,False
14707,rana_tres,-1,False
14708,joshg_TV,1,False
14709,cannabadger,-1,False
14710,AlyeskaDawn,1,False
14711,tack_sharp,-1,False
14712,rmchavin,0,False
14713,msimon6720,1,True
14714,newsfilterio,0,False
14716,kabasakalian,-1,False
14717,Dan_Donovan_17,-1,False
14718,NC4HR,1,False
14719,lippincott,0,False
14720,ConquerCovid_19,-1,False
14721,ReadingHosp,0,False
14722,NicLott,1,False
14723,MISS_LAW16,0,False
14724,medrxivpreprint,0,False
14725,AnitaJReddy,0,False
14726,LydiaCornell,0,False
14727,CarlosdelRio7,1,False
14728,TaoLin95520266,0,False
14729,NWBallers_,1,False
14730,peterpham,1,False
14731,LuanneHisle,1,False
14733,BellesDigs,0,False
14735,Lindsay_McNutt,1,False
14737,Daniel91217452,1,False
14738,Don_Alexander,-1,False
14739,RenaDestin,1,True
14740,RenaDestin,-1,True
14742,Specneedsmom4,-1,False
14743,noptyft,0,False
14744,monroeVegas,-1,False
14745,VDHgov,0,False
14747,Wilfred02290070,-1,False
14748,MelMassey63,-1,False
14749,newsfilterio,0,False
14751,willie333,-1,False
14752,ShellySvee,-1,False
14753,JordanDove,1,False
14754,derrickclint,1,False
14756,stanfordkirklin,1,False
14758,AK4EqualJustice,1,False
14759,JJenningsRN,1,False
14760,ChrisBl60857952,-1,False
14761,victoriacyanide,1,False
14763,tellez_rebecca,1,False
14766,demsrcheaters,0,False
14767,bengordonshow,1,False
14768,KPlorable,-1,False
14769,mpolicastro,0,False
14770,Gemineyes61901,1,False
14772,Don_Alexander,-1,False
14773,TonyFauci2,-1,False
14775,thepn_org,-1,False
14776,jonnyRevv,1,False
14778,DCGreenZone1,0,True
14780,ryankilgore74,1,False
14781,ladybuggz,1,False
14783,justthefacts85,0,False
14784,WheezingGeek,0,False
14785,MDaware,-1,False
14786,Pete2Shawn,1,True
14787,search9286,-1,False
14788,Harvardprocess,-1,False
14789,clredpill,1,False
14791,Nexcelom,1,False
14792,BamaCrazy1,-1,False
14793,luvthmgators,-1,False
14794,yerbs7,1,False
14795,time_loves,1,False
14796,ThisLoudIsFire,-1,False
14797,Med_Shadow,-1,False
14798,TroyBurlingame,-1,False
14799,gwrit59,-1,False
14800,time_loves,-1,False
14801,Attila86,-1,False
14802,WEAU13News,1,False
14803,NancyS09038203,1,False
14804,Spoiler_Alert_9,-1,False
14806,throwharderfast,-1,False
14809,rmchavin,1,False
14810,DavidHowdy,0,True
14811,Nilphredil,1,False
14812,NIAIDNews,-1,False
14813,Violette_Author,1,False
14814,NWBallers_,1,False
14815,suemaddn,1,False
14816,AbraarKaran,0,False
14817,RobertWCross1,1,False
14818,SWexner,1,True
14819,TonyFauci2,1,False
14820,TonyFauci2,1,False
14821,prodreamer1,1,False
14822,josh_danac,1,False
14823,transplantID,0,True
14824,canecoleman,1,False
14825,josh_danac,0,False
14826,Stoned_kabir,-1,False
14827,Stoned_kabir,0,False
14828,yyisrael28,-1,False
14829,desitechy,1,False
14830,cloud_0211,0,False
14831,sandsturs,0,False
14832,nooinoon,0,False
14833,amgoth2000,0,True
14834,prashanthpsi,1,False
14835,bormanandco,-1,False
14836,sakteesh,0,False
14837,RajeshReddyRRR,1,False
14838,Stoned_kabir,1,False
14839,acksharaa,0,False
14840,washpostbiz,-1,False
14841,DailyMail,0,False
14842,Contagion_Live,0,False
14843,josh_danac,0,False
14844,verderana3,-1,False
14845,nycrecruiter,0,False
14846,Ashutos57939529,0,False
14847,hiindia,-1,False
14848,ChloeAnagnos,1,False
14849,dhavaldinani,0,False
14850,rmchavin,-1,False
14851,Sabya_9205,0,False
14852,FloreyBarb,-1,False
14853,rmchavin,0,False
14854,GENbio,1,False
14855,lhfang,0,False
14856,TJL_2009,0,False
14857,Kirti,-1,False
14858,EINPharmaNews,0,False
14859,Meghag7,0,False
14860,Boghuma,0,True
14861,Rev410,-1,False
14862,allplacesmap,0,False
14863,MarkHoofnagle,-1,True
14865,Yogeshp90795978,0,False
14866,CrweWorld,0,False
14867,where_is_proof,-1,False
14868,feefer2,0,True
14869,hiindia,0,False
14870,rmchavin,0,False
14871,sara_irs_ea,0,False
14872,AndytweetM,1,False
14873,hiindia,0,False
14874,QuantData,0,False
14875,TIICANN,1,False
14876,myindianhope,1,False
14877,ftlpaul8,1,False
14878,japradeep,0,False
14879,amitsharmalie,0,False
14880,LittleBitLess1,1,False
14881,verderana3,-1,False
14882,DoveMed,1,True
14883,naashonomics,0,False
14884,naashonomics,-1,False
14885,__LiveYourself,-1,False
14886,TonyFauci2,0,False
14887,TonyFauci2,1,False
14888,CrweWorld,0,False
14889,Post_Dogg,0,False
14890,USSentinel,0,False
14891,mohobatzindabad,-1,False
14893,naashonomics,1,False
14895,RS_COVID19,1,False
14896,ajit_aj,1,True
14898,naashonomics,1,False
14899,EdFlaherty10,-1,False
14900,WorldNBC1,0,False
14901,Nithus46,1,False
14902,BlavatnikAwards,1,True
14903,danderluh,-1,False
14904,cafepharma,1,False
14905,Infectdis,0,False
14906,UofU3i,0,False
14907,EPPIC_GLOBAL,0,False
14908,HealthCareGuru,-1,False
14910,Govingirl,1,False
14911,michaelwinn7,-1,False
14912,uniformguy22,-1,False
14914,WVVA,0,False
14915,Helenhs,1,False
14916,tampabaymyhome,-1,False
14917,GotSkyHealth,1,False
14918,current_go,1,False
14919,TriggeredLiber7,-1,False
14920,midonam,-1,False
14922,mittensofdoom,1,False
14924,planet_alaska,-1,False
14926,hiindia,0,False
14927,victoriacyanide,0,False
14928,RajeshNair2610,0,False
14929,rmchavin,0,False
14930,hiindia,0,False
14931,TaruRajpal,0,True
14932,RVivekanandanMD,1,True
14933,justOneKG,0,False
14934,Writer_Luau,-1,False
14935,bmangh,1,False
14936,RichardBurwick,0,True
14937,PixstoryApp,0,False
14938,VincentRK,0,False
14939,RyanGumbleton,0,False
14940,Kailashsaran73,-1,False
14941,Mudit_Mathur007,0,False
14942,rwcorty,1,False
14943,ghelanichintan,1,False
14944,retinafix,-1,True
14945,TonyFauci2,1,False
14946,Coach_McEvoy,1,False
14947,RichardBurwick,0,True
14948,imashutosh007,0,False
14949,hiindia,0,False
14950,KartikeyaBatra,0,False
14951,druv82546475,0,False
14952,AAPJournals,-1,False
14953,purush_79,1,False
14955,trixywh,0,False
14956,Msa72722,0,False
14957,ALMentalHealth,0,False
14958,grimes_ce,0,False
14959,itrixy,0,False
14960,fredwalton216,0,False
14961,AmyAyers16,-1,False
14962,ravisadhu,0,False
14963,sfbionetwork,1,False
14964,kishor_mahadeo,0,False
14965,TonixPharma,-1,False
14966,vmshroff,1,False
14967,fenellasaunders,0,False
14968,Lachelle_Dawn,1,True
14969,dcommesso21,1,False
14970,Tipsxnews,0,False
14971,RajeshNair2610,-1,False
14972,ClinicalOMICs,1,False
14973,WorldNBC1,0,False
14974,RakshitaRavi,0,False
14975,wleeimf,1,False
14976,SFBusinessTimes,1,False
14977,SandeepTaxali,-1,False
14978,DomainsLoko,1,False
14979,PharmacoJournal,1,False
14980,BudRante,0,False
14981,VincentRK,0,False
14982,var__shhhh,1,True
14983,bigpharmaguy,1,False
14984,JayChakrabarti,-1,False
14985,HightechSJ,0,False
14986,ItsScottTwo,1,False
14987,joanevajoan,0,False
14989,TurnerSA3,-1,False
14990,VincentRK,1,False
14991,avanishmishra,1,False
14992,TonyFauci2,1,False
14993,sonaliranade,0,False
14994,BryanTegomoh,-1,False
14995,croewe,0,False
14997,MPosada,-1,False
14998,DavidHowdy,1,True
14999,omegacloud,-1,False
15000,DavidHowdy,0,True
15001,ACPinternists,1,True
15002,willie333,1,False
15003,project_topics,0,False
15004,Mxamus,-1,False
15006,lizserialc,1,False
15007,sarapepperbox,1,False
15008,HorseplayGirl,-1,False
15009,houndcl,1,False
15010,Jessica32340287,1,False
15011,DavidHowdy,0,True
15012,knowhereknowmad,-1,False
15013,GrizzlyTruthPod,1,False
15014,lindyqb5,-1,False
15015,Swinky24,1,False
15016,cfdiatport,-1,False
15018,sandy4409,1,False
15019,SteveKeeling3,-1,False
15021,DCGreenZone1,1,True
15022,BU_CTSI,-1,False
15024,TroyBurlingame,-1,False
15025,TroyBurlingame,-1,False
15026,BamaCrazy1,-1,False
15027,kari1959,1,False
15028,CHoustonSD,1,False
15029,BradGeyer,0,False
15030,LittlehavanaM,1,False
15032,BTexas1969,1,False
15034,BiffDon,-1,True
15036,NHSouthernGirl,-1,False
15038,TroyBurlingame,-1,False
15039,RochelleCabirac,0,False
15040,Jan_Meyers,1,True
15041,AdamJHume,-1,False
15042,CABeck1961,-1,False
15043,Drwealth54,1,False
15044,donnieofthedead,1,False
15045,WBozzacco,-1,False
15046,Carsonwells82,1,False
15047,DJgolem,1,False
15048,porterguy1,-1,True
15050,WeissErich,1,False
15051,SwissPiggy,-1,False
15052,TroyBurlingame,-1,False
15053,EstesPga,0,False
15054,CheMarieBowles1,0,False
15055,andreigoldfain,0,False
15056,DjBenaez,1,False
15057,MenckenWasRight,-1,False
15058,Don_Alexander,1,False
15060,DoRtChristians,1,False
15063,tellez_rebecca,0,False
15066,cariboumarkt,-1,False
15067,NHSouthernGirl,0,False
15069,MBakerr1,-1,False
15070,Jan_Meyers,1,True
15071,TroyBurlingame,-1,False
15072,noptyft,-1,False
15073,DavidHowdy,0,True
15074,1_voice2,0,False
15075,GrumpAdam,1,False
15077,HeidiJaster,-1,False
15078,avatar_gene,0,False
15081,tjgiven,-1,False
15082,justthefacts85,-1,False
15083,jason102108,1,False
15084,DavidHowdy,0,True
15085,GlobalBioD,0,False
15087,newsfilterio,1,False
15088,SpecFinAll,1,False
15089,SteveHrisafinis,-1,False
15091,ScotsFyre,1,False
15092,KaymacAZ,0,False
15093,CBS12,0,False
15094,travelingheidi,1,False
15096,AFTvitaliy,0,False
15097,bpherg,1,False
15098,Perduesenate,1,False
15099,RamonaEid,0,False
15100,Dina_Interiors,1,False
15101,current_go,-1,False
15103,genadamedia,-1,False
15104,tribble09,1,False
15105,Jeff_Goldstein1,-1,False
15106,PeoplesPharmacy,1,False
15107,jf329,-1,False
15108,PressRelease_cc,0,False
15109,monthly_review,-1,False
15110,liliabbo,1,False
15111,dsyunior,1,False
15112,TravisPharma,0,False
15113,Iasis_Molecular,0,False
15114,EricBoodman,0,False
15115,KedarParker,1,False
15116,Akil4PDX,0,False
15117,Chazzy_Cee,1,False
15118,INETeconomics,-1,False
15119,_cris_garcia,-1,False
15120,margreis9,0,False
15121,nbcbayarea,-1,False
15122,weareideas,-1,False
15124,EdgeLSeawolf,0,False
15125,Gambo_Hall,1,False
15126,iamnicolehamm,0,False
15127,DevinMcloud,-1,False
15128,ResisterChic,1,False
15129,SameeraKhan,1,False
15130,jackdavidm,1,False
15132,Robert33829889,0,False
15133,newsfilterio,1,False
15134,Dina_Interiors,1,False
15135,PatchIllinois,-1,False
15136,matter916,1,False
15137,BIZPACReview,1,False
15138,armwood,0,False
15139,TheProspect,0,False
15140,GileadsSciences,0,False
15141,akaXochi,-1,False
15142,icer_review,0,False
15143,SiteFocusHQ,0,False
15145,hekasia,0,False
15146,sarahkliff,-1,False
15147,DanaGuefen,1,False
15148,sheilamccrea,-1,False
15149,AuthorJCHowell,0,True
15150,Mitchell_A_C,0,False
15151,DearWall,1,False
15152,ShaneCalipari,-1,False
15153,ossoff,0,False
15154,ImmuneResponseB,-1,False
15155,Diana4Dems,1,False
15156,mdawes2,1,False
15157,TeresaLinberg,1,False
15158,News_8,1,False
15159,tatn,1,False
15160,dgendvil,0,False
15161,nebre8ed,-1,False
15163,garvin5sharon,1,False
15164,Niche_Retail,0,False
15165,CCgunnells,0,False
15166,FeliciaLBriggs1,-1,False
15167,DailyCaller,1,False
15169,RecallDougDucey,1,False
15172,CheryleJ0806,0,False
15175,tamraconteur,-1,False
15176,MickeyTulip,1,False
15177,shannon79153475,-1,False
15179,HngryHngryHumn,0,False
15180,12News,1,False
15181,DeIvyion,0,False
15182,TellUsWhy2017,0,False
15183,yash_129,0,False
15184,dacarp__,1,False
15185,Accelerationis1,1,False
15186,Kendall_Moore,0,False
15187,newsfilterio,1,False
15188,gordonrr550,1,False
15189,GileadsSciences,0,False
15190,LizSzabo,0,False
15191,Atlantiso1,1,False
15192,DaneWofford,0,False
15193,adidoddi,1,False
15194,drdavidsamadi,1,False
15195,jf329,1,False
15196,Tonarrachi,1,False
15197,AlexCanoNews,1,False
15198,newsfilterio,1,False
15199,TradersExpo,0,False
15200,goeddiego,0,False
15201,GileadsSciences,0,False
15202,ArtisticCMR,0,False
15203,Angela_Biochem,1,False
15206,jwsamuel,-1,False
15207,peterbachmd,-1,True
15208,BobCann64618513,1,True
15209,lippincott,0,False
15210,Kramer_Pollack,1,False
15211,RatioScientiae,-1,False
15212,DonnaYoungDC,-1,False
15213,christopotter,1,False
15214,JennFayette,1,False
15215,MarketWatch,1,False
15216,LedgerOpinion,0,False
15218,tthmember,-1,False
15219,YoDoctorYo,1,True
15220,annauncesrd,-1,True
15221,SievertNorman,1,False
15222,Robert44279020,1,False
15223,PeopleCrazyAF,-1,False
15224,newsfilterio,0,False
15225,kiddvanz,1,False
15226,RWalensky,0,False
15227,CBS4Local,0,False
15229,asgaard_nola,1,False
15230,cafepharma,0,False
15231,Cindy_Dunnavant,1,False
15233,WKRN,0,False
15234,cacagle59,1,False
15235,DCatalucci,0,False
15236,TroyKinsey,0,False
15237,OlszowyJoe,1,False
15238,KXAN_News,1,False
15239,TNicolesWorld,-1,True
15241,AlexanderVeach,0,False
15242,jfchiff,1,False
15243,SenRubioPress,1,False
15244,kegill,0,False
15245,consult86exit,0,False
15246,pittgriffin,0,False
15247,peacelovetruth6,-1,False
15248,JackiBloo,-1,False
15249,ms101phd,0,False
15250,Contagion_Live,0,False
15251,BioLouisiana,1,False
15252,debraktaylor5,0,False
15253,JohnFerris20,0,False
15254,honorverity,0,False
15255,jyeh29,0,True
15256,LegacyHealthCA,0,False
15257,Tuniekc,0,False
15258,Dina_Interiors,1,False
15260,FelipeE47214499,0,False
15261,aulddawg75,1,False
15262,Milo10587755,0,False
15263,current_go,1,False
15264,protect1stAmdmt,1,False
15265,TRowcliff,1,False
15266,Texas4Rubio,1,False
15267,OneMedWorld,0,False
15268,TantraMaat,0,False
15270,TruthSpeaksTrue,-1,False
15271,kgirlonthebeach,1,False
15272,newsfilterio,0,False
15273,jokat112462,1,False
15274,MagnoliaG2012,0,False
15275,rayann2320,1,False
15276,Harvard2H,-1,False
15277,moses1david,-1,False
15278,foullonL,1,False
15279,Karen49434003,0,False
15280,americanpersia1,0,False
15283,NBCNewsNow,1,False
15285,HealthActionNM,0,False
15286,HCREPORT2020,0,False
15287,HTFDFW,1,False
15288,deenie7940,1,False
15289,FortuneMagazine,0,False
15290,orlandosentinel,1,False
15291,Rgf49er,0,False
15292,medpedshosp,1,False
15294,FTBandFTR,1,False
15296,deenie7940,1,False
15297,Darktolight777,1,False
15298,doreen90,0,False
15299,newsfilterio,0,False
15300,promega,0,False
15301,mistman78,1,False
15302,_saltycrystal,1,False
15303,CSISKoreaChair,1,False
15304,justinyost,0,False
15305,cubswin66,0,False
15306,GileadsSciences,0,False
15307,voiceofthehwy,1,False
15308,TNicolesWorld,-1,True
15309,theintercept,1,False
15311,sheilamccrea,-1,False
15312,KindleCousins,-1,False
15313,DocSaimaAslam,1,True
15314,delafuente_luis,0,False
15315,Barnes_Law,-1,False
15316,WFLAJustin,1,False
15317,Raymond65601838,1,False
15318,Sylvaners,-1,False
15319,GuthrieDavis,0,False
15320,GileadsSciences,0,False
15321,rmchavin,-1,False
15322,LionTedPride,1,False
15323,johanna_butler,0,False
15324,Atlantiso1,0,False
15325,american_kitty,0,False
15327,rethomasjr,-1,False
15328,_Credible_Hulk,1,False
15329,mmcauliff,0,False
15330,sheenan12,1,False
15331,girlnextdior2,1,False
15332,BLaw,1,False
15333,DBlackondRight,0,False
15334,markknoller,1,False
15335,rlspruill,-1,False
15336,KatieKull1,1,False
15337,FOXNashville,0,False
15338,Med_Shadow,1,False
15339,AZScienceDesk,1,False
15340,___A_A_S___,-1,False
15341,hbecerraLATimes,0,False
15342,sheilamccrea,-1,False
15343,IndyUSA,0,False
15344,japradeep,0,False
15345,EricBoodman,0,False
15346,YahooFinance,0,False
15348,MassMedical,0,True
15349,CodyLillich,0,False
15350,MyTruthNtUrs,0,True
15351,bocau1,1,False
15352,RyanToh11,-1,False
15353,andress75228,1,False
15355,BoneyestSteak,1,False
15356,lstarke,1,False
15357,VIKBataille,1,False
15358,investstately,0,False
15359,moses1david,0,False
15360,GadielAlvarado,1,True
15361,jbkrell,0,False
15362,leahmcelrath,0,False
15364,newsfilterio,1,False
15366,DominionPostWV,1,False
15367,gregkoukl,1,False
15368,lmposey,0,False
15369,lindag1966,1,False
15370,ScienceNews,1,False
15371,WalkswithElsa,0,False
15372,milanawalter,0,True
15373,cjtiffany,-1,False
15374,equitiesinc,1,False
15375,DearWall,0,False
15376,VOAStevenson,0,False
15378,newsfilterio,1,False
15379,fathead518,-1,False
15380,aspenbio,0,False
15381,tzack16,0,False
15382,sfbionetwork,1,False
15383,ImmuneResponseB,-1,False
15384,neale_priscilla,0,False
15385,newsfilterio,1,False
15387,HOUmanitarian,1,False
15388,NBCNewsNow,1,False
15389,KathleenMcCror4,1,False
15390,RFTPJF,-1,False
15391,GileadsSciences,0,False
15392,hcfawa,0,False
15394,alshalloway,-1,False
15395,honorverity,0,False
15396,ASP_PharmD,0,False
15397,fox35orlando,0,False
15398,cbschicago,0,False
15399,DonovanLawTampa,0,False
15400,ScoopRocket,0,False
15401,mistman78,-1,False
15402,kennyjacobs,0,False
15404,CCTSI,1,False
15405,RatioScientiae,-1,False
15406,Upchurc54601511,1,False
15407,cindylaneross,-1,False
15408,mbk_twits,0,False
15409,NFIDvaccines,1,False
15410,moses1david,-1,False
15411,PaulBerglMD,1,False
15412,ImmuneResponseB,-1,False
15413,Clark51Austin,1,False
15414,Sylvaners,0,False
15415,artofjoenni,0,False
15416,cweb,1,False
15418,moses1david,-1,False
15419,theadvocateaca,1,False
15420,007mindset,1,True
15421,SadieMaeTN,0,False
15422,cottonwood100,1,False
15423,emily_hoeven,1,False
15424,TheObGProject,0,False
15425,AlaskaSolutions,0,False
15426,silverncopper,1,False
15427,liberalprick70,-1,False
15428,josh_danac,1,False
15429,VBKerry,0,True
15430,sahdevt,1,False
15431,_TheAncientOne_,1,False
15432,_gkazzz,0,False
15433,JThornton19094,1,False
15434,CBS6,0,False
15435,DheerajPola,1,False
15436,kygen,1,False
15437,KKurbs,0,False
15438,mtmdphd,0,True
15439,AcademyofSciSTL,0,False
15440,KKurbs,-1,False
15441,RichC,1,False
15442,LAProgressive,-1,False
15443,CaityEliV,0,False
15444,Jerichon_kat,0,False
15445,GiDunham,0,False
15446,amanda_shoultz,1,False
15447,smonk318,1,False
15448,edngai078_ni,1,False
15449,rhjameson,1,False
15450,Simply_Mandy08,1,False
15451,BEVHOWARD40,0,False
15452,violetesq,0,False
15453,ric_govea,0,False
15454,HillbillyReport,0,False
15455,Karen49434003,-1,False
15456,MarketCurrents,1,False
15457,RonMahan1,1,False
15458,Dr_Mike_Stevens,0,True
15459,planetnursing,-1,False
15460,cbsnewspath,1,False
15462,GileadsSciences,0,False
15463,current_go,-1,False
15464,JohnMBurtLMT,-1,False
15465,MBAaccounting,1,False
15466,watergatesummer,0,False
15467,rtehrani,0,False
15468,bentleyu,0,False
15469,g_silberman,0,False
